objectid,geoid20,equityindex,equityindexvalue,livabilityindex,livabilityindexvalue,accessibilityindex,accessibilityindexvalue,economicindex,economicindexvalue,educationindex,educationindexvalue,environmentalindex,environmentalindexvalue,averagepavementcondition,healthyfoodavailability,householdvehicleaccess,householdswithinternet,parksopenspace,communityparks,regionalparks,neighborhoodparks,transitaccessscore,voterparticipationrate,sidewalksandbikeways,f200__of_poverty,povertyrate,jobsindex,jobsdensity,medianhouseholdincome,employmentrate,averagestudentmobility,percent25yearoldswithbachelorsd,averagetestingproficiency,educationalattainmentindex,highschoolgraduationrate,kindergartenreadinessrate,dieselemissions,ozoneconcentration,pm25particulates,toxicreleasesfromfacilities,proximitytoheavytrafficroadways,urbanheatislandeffect,urbantreecanopy,costburdenedhouseholds,ownercostburden,rentercostburden,owneroccupiedunits,medianhomevalue,pedestrianbicyclistcrashes,tacomacrimerisk,tacomapersonalcrime,tacomapropertycrime,insuredrate,averagelifeexpectancy,population,populationdensity,limitedenglish,populationunder18,population18to64,population65andabove,peopleofcolor,americanindianoralaskannative,asian,blackorafricanamerican,hispanicorlatino,nativehawaiianorpacificislander,otherrace,twoormoreraces,white,globalid,Shape__Area,Shape__Length
79,530530623002,Low,-0.27428369,Low,-0.3175658,Moderate,0.07799622,Low,-0.30813111,Low,-0.15767796,Very Low,-0.66603979,57,0.1429,0.9941,0.981,3,1,1,1,50.0471,0.3185,0.041,0.3596,0.2248,0.143,5.56623123,59467,0.9672,0.0511,0.22538462,0.2137,0.4015,0.912,0.6503,0.5761,50.452,7.1824,914.9951,80.6878,87.268,0.1952,0.4466,0.33018868,0.58687259,0.62079063,278000,2,229.775,20,89,0.9084,76.6,1780,10.82829682,0.14597629,0.20955056,0.67865169,0.1258427,0.4752809,0.05898876,0.09044944,0.04662921,0.2747191,0,0.24550562,0.03370786,0.5247191,1c93a1ec-7ef3-4482-a67c-b9e9e6ab4167,7138922.168396,13011.5414837896
80,530530623003,Moderate,-0.09533207,High,0.33817259,Moderate,-0.0800999,Moderate,0.06857037,Low,-0.16377381,Very Low,-0.63952958,59,0.1667,0.9632,0.9475,2.96,1,1,0.96,37.0549,0.3185,0.0288,0.1386,0.0672,0.3007,5.12546608,94107,0.9163,0.0476,0.23844062,0.2507,0.4597,0.912,0.8053,0.5761,50.452,7.1824,882.1102,70.7245,87.219,0.201,0.1996,0.17047817,0.21111111,0.84238179,348100,1,167.5,9,70,0.966,76.6,1443,10.49084759,0.07252441,0.16146916,0.70616771,0.17740818,0.52182952,0.01108801,0.25225225,0.25294525,0.00554401,0,0.00554401,0,0.47817048,0b5a7611-85ee-4694-8a20-b808cda1ded8,5993192.90118408,11590.4248185708
81,530530623004,Very Low,-0.37144463,Very Low,-0.43284005,Very Low,-0.34396821,Moderate,0.06198296,Low,-0.28983508,Very Low,-0.85256277,47,0,0.9386,0.9744,2.57,1,1,0.57,73.5769,0.3185,0.0326,0.2686,0.0234,0.1042,3.90126979,76806,0.9872,0.0472,0.22765363,0.2469,0.3369,0.912,0.805,0.5761,50.452,7.1824,870.6674,221.1111,87.5587,0.1757,0.4962,0.56785714,0.31531532,0.71611253,339300,,316.7,64,94,0.8838,76.6,1024,7.30329117,0.01009082,0.23828125,0.61425781,0.19824219,0.36230469,0,0.03613281,0.13476563,0.07421875,0,0.078125,0.11328125,0.63769531,6eb8a572-1901-4a13-bc51-19968efd09ef,5986306.8079834,12457.7207534012
82,530530624001,Very Low,-0.42040422,Very Low,-0.66604391,Moderate,-0.00183722,Very Low,-0.70751514,Moderate,-0.03127214,Very Low,-0.69535267,52,0.0909,1,0.9555,2.73,0.99,1,0.74,55.1998,0.4229,0.0464,0.2989,0.2474,0.3037,7.03407408,92632,0.8078,0.0537,0.1742552,0.2015,0.2359,0.912,0.3333,0.5986,50.2387,7.1924,927.4024,220.3715,87.2725,0.238,0.4095,0.28737542,1,0.86494253,361600,3,204.625,18,77,0.8194,74,2215,13.43144319,0,0.15079007,0.71151242,0.13769752,0.41444695,0.04334086,0.04379233,0.11106095,0.25507901,0,0.02121896,0.19503386,0.58555305,8e5a35aa-ee28-477e-abc0-f4bda140892a,7246646.84051514,12406.9682090312
83,530530624002,Moderate,-0.12841358,Low,-0.28070337,Low,-0.10549961,High,0.35504843,Moderate,0.11298708,Very Low,-0.72390042,54,0.1429,0.9685,0.9007,2.27,1,1,0.27,97.0361,0.4229,0.0568,0.0934,0.057,0.8096,4.29308139,84625,0.9757,0.0555,0.37739872,0.282,0.4999,0.912,0.5484,0.5986,50.2387,7.1924,858.8764,211.8969,87.1802,0.2125,0.4735,0.37958115,0.63513513,0.63245033,343400,2,396.825,55,137,0.9775,74,1509,11.22748668,0,0.34459907,0.48508946,0.23326706,0.4406892,0.04705103,0.04771372,0.05367793,0.14181577,0,0,0.29224652,0.5593108,ad10abf6-3648-40be-951b-811e630f8475,5861980.29705811,11113.8641124607
84,530530624003,Moderate,-0.11359645,Low,-0.35120375,High,0.27240678,Moderate,0.03373956,High,0.29722361,Very Low,-0.82014845,54,0.2222,1,0.915,3,1,1,1,76.1174,0.4229,0.0753,0.1432,0.089,0.4171,7.67974673,91818,0.9138,0.0564,0.39192599,0.2536,0.5886,0.912,0.4096,0.5986,50.2387,7.1924,881.6575,267.0715,87.0104,0.1692,0.3644,0.23678647,0.61870504,0.77287582,361700,,301.575,32,115,0.8982,74,1788,13.75890496,0.02998126,0.21868009,0.73378076,0.07997763,0.22147651,0,0.07997763,0,0.02908277,0.02572707,0,0.11577181,0.77852349,fa1e321b-89e1-4784-9d74-45a0e44fe055,5658181.90722656,10319.6151378055
85,530530624004,Moderate,-0.11440209,Low,-0.18368555,High,0.24857287,Low,-0.13178053,High,0.27076179,Very Low,-0.77587901,59,0.2222,1,0.9637,2.51,0.53,1,0.98,83.1934,0.4229,0.063,0.2964,0.0988,0.8866,3.59162565,67656,0.9678,0.0564,0.37296621,0.2211,0.6257,0.912,0.4191,0.5986,50.2387,7.1924,966.9002,216.1604,87.037,0.1754,0.424,0.49030471,0.125,0.8185941,346000,1,390.85,37,147,0.9608,74,1174,9.04843028,0,0.31942078,0.50170358,0.17887564,0.41822828,0,0.01448041,0.05110733,0.11158433,0,0.04855196,0.30408859,0.58177172,2d5cf833-78c5-4b10-95d8-99a245fc5df3,5645019.75891113,9685.20236965448
86,530530625011,Very Low,-0.38905516,Moderate,0.07034749,High,0.0862141,Low,-0.24448881,Very Low,-0.6035762,Very Low,-1.25377236,53.6,0.375,1,0.9783,1.81,0.6,1,0.21,86.1104,0.4529,0.0465,0.4885,0.0419,0.2039,4.26451959,74125,1,0.0701,0.1364073,0.3208,0.2409,0.912,0.856,0.5904,50.0748,7.1908,980.419,956.7824,87.1515,0.1801,0.2308,0.27507163,0.13291139,0.68836292,394000,,158.475,9,65,0.9329,75.2,1431,9.61027957,0.10336907,0.25436758,0.63172607,0.14605171,0.44793851,0,0.1104123,0.04542278,0.17120895,0.03074773,0.05520615,0.20614955,0.5520615,5263b6a1-76c8-4f7f-b2a1-29bf2e0aa808,6526499.68878174,11301.0738014358
87,530530625012,Low,-0.26178529,Low,-0.2034009,Very High,0.2837581,Low,-0.25466641,Very Low,-0.45514577,Very Low,-0.67947147,54.1429,0.2,1,1,2.31,0.5,1,0.81,108.2656,0.4529,0.0683,0.3987,0.0786,0.8879,6.60171401,88469,0.9423,0.0702,0.19154444,0.322,0.3896,0.912,0.8594,0.5904,50.0748,7.1908,999.1219,133.539,87.2802,0.1825,0.3754,0.30886076,0.50241546,0.65614618,344600,,537.55,27,219,0.9606,75.2,1724,11.93014146,0.04399009,0.31728538,0.64791183,0.0962877,0.35614849,0.00290023,0.11310905,0.05974478,0.19547564,0,0.05800464,0.12238979,0.64385151,439fc447-5904-4e06-94b4-26ff3bd1f2fb,6342547.74090576,11970.0395449987
88,530530625013,Low,-0.36493458,Low,-0.39277326,Low,-0.22621704,Moderate,0.06289114,Very Low,-0.58457816,Very Low,-0.68399557,52.5,0.25,0.8545,0.8606,2.1,0.1,1,1,101.8988,0.4529,0.0701,0.1912,0.1081,0.5,5.81022129,70564,0.9703,0.0702,0.14697926,0.322,0.2628,0.912,0.8597,0.5904,50.0748,7.1908,976.441,206.4668,87.1304,0.1944,0.4426,0.19626168,0.68072289,0.49157734,291900,,352.65,31,131,0.9251,75.2,1323,11.40492992,0,0.11035525,0.67346939,0.21617536,0.39002268,0,0.0718065,0.04081633,0,0,0,0.27739985,0.60997732,975167c1-d90d-48a5-8b79-d71406dccebb,5067901.40460205,9815.64067279106
89,530530625021,Low,-0.20602547,Low,-0.25164176,High,0.17768066,Low,-0.19525858,Moderate,0.1367133,Very Low,-0.89762096,55.2857,0.25,0.9883,0.9648,2.59,1,1,0.59,129.0401,0.368,0.0505,0.1764,0.0217,0.0417,6.26668344,81845,0.8937,0.0603,0.17622951,0.328,0.3843,0.912,0.4348,0.5904,50.0748,7.1908,823.1907,466.3243,87.1734,0.1841,0.3534,0.19414894,0.35746606,0.62981575,323700,2,251.225,22,96,0.9045,75.2,1706,10.32943184,0,0.18405627,0.7080891,0.12778429,0.34525205,0,0.05216882,0.1887456,0.18815944,0,0,0.10433763,0.65474795,e22127c6-90cc-4a01-9912-35a2ef931c3d,7203915.65496826,10772.3037435965
90,530530625022,Moderate,-0.15540471,Very Low,-0.47205123,Very High,0.37420331,Low,-0.23980602,High,0.27834048,Very Low,-0.7177101,52.6667,0.1667,1,1,3,1,1,1,115.6478,0.368,0.072,0.2183,0.0452,0.2481,6.21044308,68563,0.9192,0.0603,0.24101307,0.328,0.5234,0.912,0.4348,0.5904,50.0748,7.1908,866.2978,199.0692,87.2457,0.1841,0.43,0.33113674,0.95614035,0.84188627,324900,,305.575,26,116,0.8752,75.2,1675,12.01211566,0,0.26029851,0.68835821,0.1158209,0.52597015,0.01970149,0.02925373,0.07880597,0.10686567,0,0.02507463,0.37313433,0.47402985,7080a9b2-d0f7-434d-8a63-3f7805e1a619,6071938.71063232,9869.70406034376
91,530530626001,Very Low,-0.47694951,Very Low,-1.54579499,Very Low,-0.31913857,Moderate,0.05428065,Low,-0.33054206,Moderate,-0.24355256,56,0.25,0.9005,0.8723,2.9,0.99,1,0.91,45.9963,0.2942,0.0284,0.2869,0.0499,13.0857,1.07398864,61396,0.976,0.074,0.22901849,0.286,0.3589,0.8666,0.561,0.4793,49.6924,7.1597,720.6036,345.9575,86.503,0.2156,0.5804,0.45299145,0.61111111,0.19402985,323600,6,1438.975,159,531,0.8839,70.9,1464,1.92686197,0.04379562,0.34562842,0.69125683,0.04098361,0.45355191,0.03005465,0.06010929,0.28961749,0.17964481,0,0.01844262,0.05532787,0.54644809,055d78d9-81c7-4d92-8385-e6e733e012e6,33121792.6064453,32622.9052148682
92,530530626002,Very Low,-0.62075507,Very Low,-1.40914051,Very Low,-0.63626258,Low,-0.21031981,Low,-0.39451811,Low,-0.45353437,45,0.1818,0.8541,0.8834,2.44,0.58,1,0.86,79.5915,0.2942,0.0226,0.3758,0.1048,42.598,1.16736228,35662,0.8989,0.0705,0.25554107,0.2715,0.3688,0.8794,0.6627,0.4793,49.6924,7.1597,1448.612,589.0156,86.7876,0.2213,0.5535,0.2,0.56661184,0.03568596,313800,6,5048.425,318,2003,0.9782,70.9,2083,2.54087317,0.00640079,0.16514642,0.68458953,0.20883341,0.39078253,0,0.05712914,0.1449832,0.1987518,0,0.018723,0.16994719,0.60921748,7917d729-a243-4303-9f1e-3c32d1f439af,35644546.0906982,37167.0124086249
93,530530626003,Very Low,-0.4544011,Very Low,-0.73558516,Low,-0.25847317,Low,-0.30859967,Very Low,-0.42947272,Very Low,-0.53987478,57.5,0.25,0.8973,0.8973,2.35,1,1,0.35,117.9311,0.2942,0.0375,0.4386,0.1916,7.0907,2.36639292,74286,0.9478,0.0693,0.08917198,0.2482,0.2068,0.8749,0.5165,0.4793,49.6924,7.1597,766.2962,549.4861,87.1762,0.1952,0.4063,0.21341463,0.83333333,0.73214286,364700,,570,71,199,0.8757,70.9,668,4.58188542,0.05405405,0.24251497,0.66317365,0.19311377,0.39221557,0,0.01946108,0.0748503,0.2994012,0.01796407,0,0.27994012,0.60778443,c7b8e1b8-1423-4ca7-ba36-1ee15b1117c2,6271193.37255859,11363.6977260426
94,530530628011,Low,-0.25356525,Very Low,-0.45281821,Very Low,-0.30181658,Moderate,0.04252822,Low,-0.13656744,Low,-0.41915222,64,0,0.8318,0.9283,2.9,1,1,0.9,79.0668,0.2193,0.0475,0.1891,0.0469,0.5472,9.47114104,73232,0.9608,0.0691,0.10852713,0.4029,0.2361,0.8739,0.5112,0.436,49.4108,7.1293,759.5234,994.7895,86.5021,0.2353,0.4844,0.40240964,0.52600297,0.38143382,327200,,573.125,56,209,0.9849,72.6,3137,15.77015363,0,0.27733503,0.74434173,0.04558495,0.29008607,0.02741473,0.03984699,0.0541919,0.13547976,0.00828817,0.08033153,0.08001275,0.70991393,cad40fd2-8365-4a62-9795-5cbc9784497b,8663533.62817383,17396.6373903253
95,530530628012,Low,-0.31833735,Very Low,-0.51047414,Low,-0.1556901,Very Low,-0.92016744,Very Low,-0.45084393,High,0.44548884,64,0.25,0.8612,0.9841,3,1,1,1,33.2472,0.2193,0.02,0.534,0.2572,0.3644,4.41305668,34717,0.9353,0.076,0.07863975,0.2647,0.2366,0.8739,0.5119,0.436,49.4108,7.1293,675.3694,198.9284,86.3957,0.3904,0.5486,1,0.47299814,0.14354067,298700,,235.2,21,89,0.9671,72.6,1633,10.26570023,0.01675258,0.33374158,0.6950398,0.06429884,0.48132272,0.00796081,0.06246173,0.39069198,0.07042253,0,0,0.02020821,0.51867728,915c5af5-beb4-440a-aae4-8e267219238d,6970648.20806885,11217.3023778768
96,530530628013,Low,-0.31100453,Very Low,-0.49423842,Very Low,-0.50152047,Very Low,-0.61811624,Low,-0.22801672,High,0.28686921,59,0.1429,0.851,0.9572,2.64,0.99,1,0.65,32.923,0.2193,0.0089,0.4916,0.2549,0.0329,2.93252722,46250,0.9675,0.071,0.15895611,0.3005,0.3829,0.8739,0.5549,0.436,49.4108,7.1293,698.5614,61.2633,86.6,0.2757,0.4437,0.203125,0.50497018,0.20285262,298700,,293.8,15,122,0.9347,72.6,1377,5.15062498,0.0150079,0.31154684,0.73638344,0.05228758,0.416122,0.01234568,0.01379811,0.24981845,0.31082063,0,0.03340596,0.10675381,0.583878,93fb2d2e-c985-42e1-b028-ddf6b915059e,11056882.7870483,19235.5799420553
97,530530628014,Very Low,-0.57305585,Very Low,-1.26532697,Very Low,-0.42097991,Very Low,-0.84749099,Low,-0.31779252,Moderate,-0.01368887,56,0.2,0.8639,0.9529,2.79,0.9,1,0.89,42.2544,0.2193,0.0124,0.5569,0.4104,4.7541,3.31923832,48311,0.9226,0.0697,0.12458746,0.3267,0.2254,0.8735,0.5442,0.436,49.4108,7.1293,688.8063,511.1503,86.5666,0.2843,0.757,0,0.82068966,0.07760814,298700,4,1018.05,43,419,0.9293,72.6,1995,6.47300141,0.00587921,0.27568922,0.68170426,0.0962406,0.46867168,0.00651629,0.00451128,0.2085213,0.05764411,0.00952381,0.01253133,0.22706767,0.53132832,a70cbd45-35f2-4baf-9721-10fef8d7e259,13914581.6587524,28834.2960779207
98,530530628021,Moderate,-0.09370628,Moderate,-0.10419171,Moderate,0.0002327,High,0.3417854,Very Low,-0.73997543,High,0.03361764,63,0.1429,0.9237,0.9435,2.95,1,1,0.95,28.5279,0.4149,0.0369,0.1287,0.0765,0.2466,5.16373597,87583,0.9817,0.0758,0.15460993,0.2215,0.282,0.8442,0.7164,0.4629,49.7046,7.1749,664.4175,133.5895,86.283,0.2601,0.3785,0.31560284,0.52777778,0.79661017,346800,,150.075,18,54,0.9128,77.2,1321,9.13158664,0.01537148,0.29295988,0.65707797,0.0666162,0.41559425,0,0.05299016,0.19757759,0.05147615,0,0.01589705,0.14912945,0.58440575,e7ea91a9-7f17-4f2d-bf05-a7bf1a0b226a,6502829.0880127,11008.4546765752
99,530530628022,Low,-0.19268177,Low,-0.13338742,High,0.19959562,Low,-0.39263747,Very Low,-0.45257887,Moderate,-0.18440074,67,0.5714,0.9196,0.9488,2.63,1,1,0.63,38.7867,0.4149,0.0226,0.279,0.1205,1.8622,3.39848907,79836,0.8838,0.075,0.32994924,0.2022,0.5025,0.8431,0.6374,0.4629,49.7046,7.1749,622.8728,140.2683,86.4072,0.1613,0.3041,0.26970954,0.33663366,0.70467836,364400,,355.2,26,140,0.8868,77.2,1925,6.55520185,0.04335091,0.29246753,0.74233766,0.05818182,0.41766234,0,0.18961039,0.1361039,0.09506494,0,0.01454546,0.0774026,0.58233766,85439357-f4da-4fe5-b747-1f588a93c799,13028445.315979,16275.7883380431
100,530530628023,Moderate,-0.15907375,High,0.13696822,Very High,0.30986653,Low,-0.45429892,Very Low,-0.62772802,Moderate,-0.16017657,69,0.4,0.9773,1,2.81,1,1,0.81,34.84,0.4149,0.0193,0.2665,0.1826,2.4686,1.74483126,64617,0.8893,0.0753,0.23047859,0.2084,0.3501,0.844,0.6628,0.4629,49.7046,7.1749,620.2794,123.2166,86.3496,0.1626,0.3039,0.16834171,0.34883721,0.90249433,295600,1,221.975,31,71,0.9556,77.2,1013,3.37311845,0.07650273,0.1846002,0.64067127,0.2260612,0.41757157,0,0.19151037,0.03455084,0.06811451,0,0.03060217,0.16090819,0.58242843,b96a64b3-9c71-4f11-93c1-ff4dd9c5619e,12859780.956543,20320.9116568289
101,530530629011,Low,-0.31900351,Very Low,-0.4260754,Low,-0.14299422,Moderate,0.05789915,Very Low,-0.56623557,Low,-0.51761152,52,0.2,0.8198,1,2.97,0.97,1,1,103.2937,0.2632,0.0376,0.3028,0.1933,1.434,9.53124704,72885,1,0.0725,0.08711434,0.2505,0.2461,0.8739,0.644,0.4839,49.8204,7.196,748.9741,395.5283,86.7095,0.1693,0.3052,0.05555556,0.31901841,0.05232558,261900,,406.825,33,153,0.8329,77.2,895,18.66622779,0.03910615,0.17541899,0.78659218,0.10726257,0.50502793,0.04357542,0.15977654,0.14189944,0.0547486,0.06815643,0,0.09162011,0.49497207,2d586120-3bd3-4529-a72f-cd0e4ecdab6a,1980825.11187744,6435.68557277866
102,530530629012,Low,-0.29436332,Low,-0.20646872,Moderate,0.0340427,Low,-0.45777811,Low,-0.23929404,Very Low,-0.6023184,48.3333,0.25,0.9112,0.9818,3,1,1,1,147.2356,0.2632,0.0446,0.461,0.1991,0.6809,25.66694062,47250,0.9876,0.0725,0.32958035,0.2505,0.5671,0.8739,0.6439,0.4839,49.8204,7.196,792.6532,411.1952,86.7956,0.1389,0.4221,0.09714286,0.51004637,0.21289538,261900,1,181.125,6,78,0.8975,77.2,1527,35.27760426,0.02020906,0.20104781,0.84020956,0.04584152,0.4675835,0,0.11591356,0.16306483,0.23444663,0,0.02423052,0.16437459,0.5324165,1db40b79-0a19-4252-b34e-0613eb4a7140,1935901.09515381,6346.86526845144
103,530530629013,Very Low,-0.40080526,Low,-0.2357151,Very Low,-0.37006092,Very Low,-0.96216844,Low,-0.37174914,Moderate,-0.0643327,53.1667,0.125,0.8648,0.8979,3,1,1,1,61.0901,0.2632,0.0373,0.6265,0.3251,0.9389,5.69446837,47931,0.9342,0.0758,0.20682303,0.2639,0.3222,0.8739,0.5203,0.4839,49.8204,7.196,720.8668,297.7461,86.7288,0.3672,0.5228,0.08849558,0.60294118,0.15586207,354600,,327.3,29,128,0.945,77.2,1692,11.44304096,0.06646751,0.32565012,0.57919622,0.09692671,0.54787234,0.0141844,0.07446809,0.33096927,0.09397163,0.02718676,0.03841608,0.06264775,0.45212766,2ddcc2f2-440d-4a1c-9a97-4eca42a5d6b8,6496401.45733643,11228.2734021962
104,530530629021,Moderate,-0.08770836,Moderate,-0.05088357,Very High,0.28217804,Moderate,-0.02616496,Low,-0.29256261,Low,-0.3511087,59.3333,0.2857,1,0.9469,2.77,1,1,0.77,49.9759,0.3757,0.0702,0.3396,0.0826,0.0512,6.21543998,72174,1,0.0789,0.28150766,0.265,0.467,0.8442,0.5108,0.4839,49.8204,7.196,685.7915,172.5061,86.6784,0.17,0.2784,0.1622276,0.63909774,0.75641026,354300,,290.625,32,101,0.9009,77.2,1393,10.70223473,0.01173709,0.19454415,0.73079684,0.11916727,0.21105528,0,0.04307251,0.01579325,0.2275664,0,0.01579325,0.13639627,0.78894472,25cf95ac-67aa-43dc-8f19-57a630e30ea7,5683354.97271729,9562.32006690512
105,530530629022,Low,-0.16425279,Low,-0.19240554,High,0.13113384,High,0.12487568,Very Low,-0.54962172,Moderate,-0.3352462,62.25,0.2857,0.9736,0.9895,2,1,1,0,50.5374,0.3757,0.0625,0.1619,0.0107,0.1005,7.38617891,93980,0.9369,0.0744,0.09820586,0.1795,0.3347,0.8442,0.5439,0.4839,49.8204,7.196,659.2186,122.091,86.6654,0.1585,0.3392,0.34334764,0.32038835,0.81898067,327600,,158.425,14,62,0.8746,77.2,1396,11.41872177,0.01144165,0.16260745,0.70845272,0.16189112,0.25573066,0.00501433,0.10458453,0.06948424,0.0974212,0.01289398,0.00931232,0.05444126,0.74426934,e69e8986-369b-4a86-9f0a-1f14ca3ded43,5323466.51696777,9635.66332032136
106,530530629023,Very Low,-0.37042465,Very Low,-0.72910993,Low,-0.13507173,Moderate,-0.05455666,Very Low,-0.66897243,Moderate,-0.26441252,62,0.2222,1,0.9394,2,1,1,0,51.9194,0.3757,0.0317,0.1334,0.0827,6.1778,3.54321315,65250,0.9168,0.0744,0.03399433,0.1826,0.2268,0.8437,0.5566,0.4839,49.8204,7.196,628.0828,370.2247,86.5713,0.2781,0.3314,0.35140998,0.19402985,0.87310606,302200,5,470.8,57,168,0.8061,77.2,1439,5.81377848,0.00900901,0.18068103,0.74982627,0.11535789,0.4523975,0,0.06323836,0.06045865,0.41834607,0,0.01598332,0.31271717,0.5476025,01fbb537-ce5e-4b67-88e0-a7190e9c4170,10663642.137207,17322.029277325
107,530530630001,Moderate,-0.10586776,Moderate,-0.07235507,Moderate,-0.03473517,High,0.20728859,Low,-0.24042464,Low,-0.3891125,59,0.3,0.9665,0.9882,2.31,1,1,0.31,57.3573,0.32,0.0303,0.3577,0.1283,3.4585,3.45328107,103333,0.9944,0.0769,0.36944128,0.2617,0.4895,0.8504,0.5097,0.5256,50.0426,7.2129,715.4377,348.9971,86.7553,0.3138,0.378,0.22571429,0.63924051,0.68897638,281700,,441.35,57,160,0.9796,77.2,1286,6.05855314,0.01121657,0.25583204,0.66329705,0.12597201,0.5318818,0.05209953,0.07620529,0.14852255,0.07231726,0.03032659,0.02410575,0.20062208,0.4681182,bca5d7e6-ba13-4a05-b1f8-1ddca1334997,9447454.59814453,13493.4263498897
108,530530630002,Low,-0.32022224,Very Low,-0.4184253,Low,-0.20891538,Moderate,0.08002329,Very Low,-0.46884986,Very Low,-0.58494394,65,0.2,0.946,0.976,2.03,1,1,0.03,41.8094,0.32,0.0238,0.1944,0.0763,3.5391,4.44996928,76781,0.9554,0.0744,0.20910973,0.1854,0.4027,0.8439,0.5419,0.5256,50.0426,7.2129,666.3131,372.0644,86.8451,0.2295,0.387,0.32628798,0.57613169,0.757,347600,,987.3,92,376,0.8993,77.2,2431,7.38421524,0.02914798,0.21925134,0.75195393,0.06663924,0.57589469,0.0246812,0.18593172,0.02797203,0.14973262,0.0300288,0.07527766,0.23200329,0.42410531,d6607e9f-fa11-457e-8ca7-bc60a09d393b,14268181.4606934,21450.4195622586
109,530530631001,Low,-0.28563028,Moderate,0.07060615,High,0.26038311,Very Low,-1.08229578,Low,-0.20987093,Low,-0.46697395,48,0.2857,1,0.9477,3,1,1,1,71.3306,0.4274,0.0658,0.3773,0.2311,0.2649,5.20684774,65750,0.7983,0.0729,0.18440594,0.3169,0.4889,0.8442,0.6017,0.4953,50.1671,7.2233,805.8946,124.5134,86.6033,0.1727,0.5181,0.35732648,0.84848485,0.70216607,365700,1,307.05,29,118,0.9773,78.6,1190,8.99295909,0,0.24621849,0.69243698,0.1512605,0.39747899,0.04033613,0,0.1,0.3092437,0.05462185,0.01764706,0.18487395,0.60252101,5abf01c6-4061-4b26-97d3-96a018858770,5656036.77429199,10923.7920023082
110,530530631002,Moderate,-0.08464715,High,0.13547381,Low,-0.09617551,High,0.4091514,Very Low,-0.4705404,Low,-0.40114504,48,0.125,0.9692,0.9092,2.67,1,1,0.67,60.6484,0.4274,0.0594,0.1589,0.0584,0.3663,5.05788586,97976,0.9889,0.0725,0.18224299,0.308,0.3867,0.8442,0.7357,0.4953,50.1671,7.2233,750.9281,120.4604,86.2567,0.1758,0.2462,0.07536765,0.79245283,0.83692308,376500,1,292,23,112,0.879,78.6,1661,10.33351589,0.05859375,0.21131848,0.60445515,0.21131848,0.42624925,0,0.1294401,0.13546057,0.07284768,0.01444913,0.03190849,0.11499097,0.57375075,e30beba3-3e0f-455d-98ba-c60a09a57035,7028050.98907471,10584.5681524827
111,530530631003,Moderate,-0.06118632,Moderate,0.05038989,Low,-0.19139566,High,0.3072261,Moderate,-0.01570182,Low,-0.45645012,42,0.25,0.8696,0.9811,2.78,1,1,0.78,84.6317,0.4274,0.0247,0.1556,0.0638,2.5405,2.86174351,98438,0.9586,0.0735,0.27906977,0.3279,0.4895,0.8442,0.4349,0.4953,50.1671,7.2233,743.4377,438.6901,86.8901,0.3177,0.2533,0.2161017,0.38596491,0.89224953,382100,1,824.6,87,295,0.9081,78.6,1665,5.33572559,0.05926388,0.23543544,0.71051051,0.15375375,0.51111111,0.05165165,0.16036036,0.07507508,0.03663664,0.07207207,0.03363363,0.11831832,0.48888889,b071cab0-24bc-4546-ab87-87a43c3df775,13670881.017334,17586.6089845456
112,530530632001,Low,-0.29369157,Moderate,-0.08235969,Very Low,-0.42597377,Moderate,-0.12533674,Very Low,-0.49331609,Low,-0.34147157,54,0.1667,0.9067,0.8653,2,1,1,0,56.9803,0.4805,0.0346,0.1502,0.1166,0.1431,2.76043709,79518,0.9032,0.0704,0.15372671,0.3523,0.2665,0.8442,0.7354,0.4562,50.4104,7.2141,821.926,119.3087,86.3755,0.1966,0.4041,0.39498433,0.44776119,0.82642487,354800,,175.275,8,74,0.8943,79,832,4.87618611,0.03713188,0.18149039,0.65384615,0.21394231,0.390625,0.02403846,0.03966346,0.16947115,0.11177885,0,0.03004808,0.12740385,0.609375,3aeedeb1-3d23-4081-a46e-08cf6f100f50,7286395.41015625,11045.3840794981
113,530530632002,Low,-0.21736257,Low,-0.25091675,Moderate,0.00076092,Moderate,0.00200489,Very Low,-0.43007237,Low,-0.40858954,65,0.2,0.9884,0.9748,2.01,1,1,0.01,49.745,0.4805,0.0261,0.4634,0.3251,0.2479,5.76292122,105909,0.9922,0.0704,0.24074074,0.3523,0.3284,0.8442,0.7352,0.4562,50.4104,7.2141,787.4893,126.1735,86.5642,0.1806,0.4516,0.430839,0.50666667,0.85465116,344900,6,222.1,15,84,0.9666,79,1498,10.81811527,0.03466872,0.37917223,0.56742323,0.08477971,0.50333778,0,0.40720961,0.01068091,0.02736983,0,0.02736983,0.05807744,0.49666222,3d0dae2d-8ca9-40cd-b5e9-43014137c175,6251206.56634521,11432.5648367606
